id,age,education,marital,gender,ethnic,industry,income
2745,57.381,16,0,0,2,3,50533
2746,35.014,14,1,0,2,1,37451
2747,35.153,20,2,0,2,5,60445
2748,36.247,14,0,0,2,5,70444
2749,32.073,16,0,1,2,0,27117
2750,30.959,20,1,0,1,1,35177
2751,54.251,16,1,0,0,3,50175
2752,53.565,8,1,1,1,3,44601
2753,36.752,19,0,0,2,1,44695
2754,46.08,16,1,0,2,4,75033
2755,59.644,16,2,0,0,1,36453
2756,33.524,14,0,0,0,6,87783
2757,53.775,12,1,1,1,2,52361
2758,36.094,10,1,1,0,0,34612
2759,49.545,12,1,0,2,7,85762
2760,38.449,13,1,0,2,7,113976
2761,36.298,19,1,1,1,5,64742
2762,52.367,12,1,0,0,6,90994
2763,32.816,16,1,0,1,7,83573
2764,50.774,17,0,1,0,1,27899
2765,54.655,16,1,0,2,1,29758
2766,39.779,12,0,0,2,7,138969
2767,47.934,12,1,1,2,2,49155
2768,57.608,14,0,1,0,4,54393
2769,45.169,12,0,0,2,1,31776
2770,51.503,16,1,1,0,1,36914
2771,33.196,16,1,0,0,3,49428
2772,48.302,18,1,1,0,2,37401
2773,47.294,16,2,0,2,0,29677
2774,44.304,20,0,1,2,0,33781
2775,55.388,14,1,1,2,2,40230
2776,49.032,20,1,0,2,3,57189
2777,36.869,16,0,1,1,6,117080
2778,50.79,16,0,0,0,3,64135
2779,51.299,16,0,0,0,5,74688
2780,40.009,16,2,0,0,1,34358
2781,53.502,12,2,0,0,5,78279
2782,37.897,16,1,1,2,0,25054
2783,57.304,16,1,1,2,0,24646
2784,54.66,17,0,0,2,2,43404
2785,39.891,12,0,0,0,2,57111
2786,57.209,17,0,0,2,4,73669
2787,36.148,16,1,0,2,0,33522
2788,31.448,16,1,1,2,7,83406
2789,35.331,12,1,1,1,6,125557
2790,39.435,16,0,0,2,7,125506
2791,38.091,12,0,0,1,0,29427
2792,41.812,16,0,0,2,3,56000
2793,50.64,16,0,0,1,3,61181
2794,50.985,18,1,0,1,3,50372
2795,45.171,18,3,0,2,3,52398
2796,33.641,14,2,0,0,1,36034
2797,50.855,18,1,0,2,0,23333
2798,41.082,16,1,1,0,6,120193
2799,40.274,16,0,1,1,6,98346
2800,45.968,16,0,1,0,2,45688
2801,46.214,13,1,0,2,0,25938
2802,50.735,8,1,1,0,4,50976
2803,34.678,14,0,0,2,5,57791
2804,48.29,16,0,1,2,2,44593
2805,54.134,16,2,0,0,0,25218
2806,52.145,20,2,0,2,1,37450
2807,41.34,12,0,1,0,6,123890
2808,34.742,14,3,0,1,3,63877
2809,43.629,16,1,1,1,1,27519
2810,34.946,16,1,0,1,4,68767
2811,58.315,19,2,0,1,7,120411
2812,40.035,12,1,0,1,1,34657
2813,40.152,16,1,1,1,5,80697
2814,52.76,16,1,0,2,2,42008
2815,44.128,16,1,1,0,3,67215
2816,54.462,18,0,1,0,3,46794
2817,34.26,16,1,1,2,4,64131
2818,34.008,16,0,0,1,6,118626
2819,34.073,12,1,1,0,6,91785
2820,30.941,21,0,1,0,1,33888
2821,30.608,12,0,0,1,6,56156
2822,46.446,18,1,1,2,7,94735
2823,30.978,16,0,0,0,0,22787
2824,33.024,16,0,1,0,0,25320
2825,37.622,12,3,0,1,3,45078
2826,31.023,12,1,1,0,2,44613
2827,51.659,16,0,0,0,3,56509
2828,47.639,14,1,0,2,3,70540
2829,35.793,16,2,1,1,7,117826
2830,31.839,18,2,0,2,6,71849
2831,58.981,22,0,0,2,4,60709
2832,56.785,18,1,1,1,6,97518
2833,42.411,14,1,1,1,2,41863
2834,43.2,16,1,0,1,4,56498
2835,50.965,16,0,1,0,6,60681
2836,46.16,17,0,1,2,0,20678
2837,53.74,16,1,1,0,6,69145
2838,47.791,16,1,0,0,7,126112
2839,30.386,12,1,1,2,2,58126
2840,34.443,14,1,1,2,5,79539
2841,52.917,18,1,0,2,1,46163
2842,46.485,11,1,0,2,6,116591
2843,31.6,17,0,0,1,4,46310
2844,51.7,12,2,0,2,5,82682
2845,46.607,14,0,1,2,3,47722
2846,53.254,12,2,0,0,2,53341
2847,46.815,16,0,0,2,4,51314
2848,54.147,16,1,1,1,7,126606
2849,43.217,14,0,1,2,3,56984
2850,44.024,16,0,0,2,1,25806
2851,44.057,12,0,0,1,2,43505
2852,36.338,16,1,1,2,3,54814
2853,36.558,19,3,0,0,7,138984
2854,36.21,20,2,1,2,1,34909
2855,55.202,14,1,0,1,0,25371
2856,38.077,16,1,0,2,6,95145
2857,47.976,16,0,0,1,1,45001
2858,57.154,16,2,0,2,5,93200
2859,37.066,11,3,0,1,5,55792
2860,54.058,17,0,1,1,5,87444
2861,39.008,13,1,0,0,1,26664
2862,30.565,12,0,1,2,2,32279
2863,40.166,14,2,1,0,2,36383
2864,45.918,8,1,0,2,6,96628
2865,52.358,12,3,0,0,6,68032
2866,47.174,17,0,1,0,7,153360
2867,45.339,16,3,0,0,6,104496
2868,42.93,12,1,0,2,2,47994
2869,32.776,16,0,0,1,3,58690
2870,32.351,12,1,1,0,7,142052
2871,49.024,16,1,0,1,4,68359
2872,53.177,12,1,0,0,4,50279
2873,41.849,16,2,0,0,0,35271
2874,49.136,17,2,0,0,3,60474
2875,32.323,18,1,0,1,0,30923
2876,37.478,18,1,1,0,6,95203
2877,32.44,20,1,1,2,5,66492
2878,53.218,16,1,1,0,3,47373
2879,40.82,16,1,1,0,5,66715
2880,31.214,12,0,0,2,0,33263
2881,49.422,17,0,0,1,0,35563
2882,41.855,14,2,0,0,3,58063
2883,39,14,1,0,2,5,58079
2884,54.172,13,0,0,2,1,34748
2885,50.407,16,1,1,1,0,26315
2886,40.325,18,2,1,2,7,96519
2887,47.909,16,1,1,1,5,62816
2888,48.493,12,1,0,1,4,70547
2889,34.523,12,1,0,0,6,95775
2890,34.339,12,1,0,1,5,71684
2891,48.498,19,1,0,0,5,81720
2892,38.07,12,0,0,1,7,107933
2893,38.252,14,0,0,0,3,54173
2894,41.668,12,3,1,0,3,47301
2895,30.907,16,0,1,0,4,60777
2896,47.373,13,1,1,1,2,42069
2897,53.933,9,0,0,1,7,121122
2898,31.583,12,1,0,1,3,54649
2899,41.751,20,3,0,1,2,48543
2900,53.82,14,1,1,0,4,58610
2901,37.931,14,1,0,1,0,25066
2902,41.6,12,0,0,1,7,116827
2903,53.192,16,1,1,1,4,52396
2904,54.218,20,2,0,1,4,57257
2905,31.929,16,3,1,2,6,114228
2906,48.418,17,1,1,2,2,44855
2907,47.033,16,1,0,2,5,59850
2908,46.153,17,1,0,2,4,67781
2909,41.573,16,2,0,2,7,66774
2910,46.143,17,1,1,1,7,130090
2911,55.746,16,0,0,0,4,61839
2912,42.064,12,1,1,0,1,34014
2913,51.338,20,1,1,2,5,72233
2914,42.038,16,2,1,0,4,71596
2915,41.316,16,1,0,0,6,94559
2916,44.351,16,0,0,1,5,70836
2917,47.038,16,0,1,1,1,35001
2918,41.391,18,1,0,1,4,68288
2919,30.118,16,1,1,1,1,32676
2920,55.853,16,1,0,1,5,61271
2921,55.538,18,1,0,2,1,29865
2922,41.38,12,2,0,2,2,45479
2923,37.567,16,2,0,1,5,69097
2924,50.003,16,0,1,1,2,37275
2925,31.549,16,1,0,1,5,53242
2926,45.762,16,1,1,1,4,43002
2927,46.876,14,2,1,0,2,38405
2928,43.539,16,1,1,0,0,28440
2929,54.804,16,2,0,1,6,101843
2930,46.981,18,1,1,0,2,40596
2931,41.2,16,1,1,2,6,76115
2932,58.566,11,1,1,2,2,39288
2933,40.114,16,2,1,0,5,68554
2934,45.918,19,1,1,1,1,32742
2935,50.02,16,0,0,1,2,42737
2936,51.228,16,1,0,2,3,43625
2937,41.587,12,1,1,1,5,59714
2938,49.936,18,1,0,0,2,59164
2939,52.373,16,2,0,0,1,27741
2940,44.545,16,0,0,0,0,28663
2941,46.312,12,1,1,0,5,75096
2942,45.453,16,1,1,2,2,40222
2943,47.503,14,0,0,0,0,27850
2944,58.662,14,1,0,1,5,51804
2945,49.169,16,2,1,1,3,48755
2946,48.408,12,2,0,2,6,86309
2947,38.331,16,0,0,1,0,20535
2948,52.456,17,1,1,1,4,72390
2949,36.594,21,1,1,1,6,97781
2950,34.847,16,1,1,2,2,54556
2951,51.067,17,1,1,1,6,103360
2952,37.565,16,1,1,2,2,34801
2953,40.968,16,1,1,0,4,61706
2954,45.308,12,0,0,0,2,34191
2955,35.997,12,0,1,1,6,78940
2956,36.965,18,0,1,2,5,65761
2957,56.691,16,0,1,0,6,85548
2958,35.645,16,1,1,2,2,49081
2959,51.789,18,1,0,2,1,43115
2960,30.528,14,1,0,2,2,43285
2961,42.527,20,0,1,0,6,94246
2962,46.388,18,3,0,1,3,40355
2963,48.259,16,1,0,2,5,65333
2964,39.425,12,1,1,0,7,107036
2965,51.101,14,0,1,2,7,123298
2966,45.772,14,1,0,2,5,61275
2967,42.29,12,1,1,0,4,56432
2968,35.89,12,2,0,2,6,103066
2969,51.352,14,0,0,0,2,52642
2970,50.593,20,1,0,1,6,83398
2971,53.469,16,0,0,2,6,64630
2972,49.649,18,1,0,2,3,42467
2973,46.661,16,1,0,0,5,85363
2974,51.524,14,1,1,1,2,47455
2975,53.085,14,1,1,2,0,24845
2976,56.077,17,1,1,2,6,117371
2977,37.593,18,1,0,0,2,48208
2978,56.232,18,1,0,0,4,77729
2979,34.907,12,0,0,1,3,53723
2980,37.03,13,1,0,1,1,29640
2981,53.449,14,1,0,2,1,39396
2982,53.773,18,0,1,1,0,27465
2983,55.338,18,1,1,2,3,49697
2984,38.2,12,1,0,1,3,51063
2985,47.034,16,0,0,1,7,91351
2986,57.025,14,1,0,2,1,40933
2987,42.557,11,1,0,1,0,27919
2988,39.281,16,0,1,1,3,52224
2989,42.442,16,1,1,2,3,44960
2990,41.895,17,1,1,0,5,76319
2991,54.613,17,1,0,0,6,94637
2992,57.858,16,1,0,2,6,92322
2993,37.175,18,0,1,2,0,27098
2994,38.212,20,2,0,2,7,110669
2995,45.265,16,1,0,0,6,92942
2996,40.692,16,0,0,2,4,82558
2997,44.144,16,1,1,0,5,76354
2998,48.658,8,1,0,0,6,69263
2999,30.048,18,1,0,0,4,59007
3000,35.638,12,1,0,0,0,31758
3001,41.096,14,3,0,2,1,36763
3002,31.788,14,0,0,2,3,49159
3003,53.255,17,2,1,0,2,54066
3004,41.192,16,1,0,0,6,98405
3005,33.155,9,1,0,2,3,47056
3006,37.655,14,0,0,1,7,91928
3007,51.054,14,1,0,1,5,65045
3008,49.002,17,1,0,2,6,89407
3009,42.064,14,0,1,2,2,44915
3010,42.612,12,1,1,0,6,101939
3011,40.346,13,1,1,1,3,46138
3012,38.732,17,3,0,0,1,36608
3013,48.428,20,0,0,1,5,62795
3014,46.461,16,1,0,2,3,51603
3015,57.745,12,0,0,0,3,49002
3016,51.443,14,0,0,1,4,77327
3017,37.595,13,1,0,2,6,93786
3018,49.406,18,1,1,2,5,68631
3019,31.282,16,1,1,1,7,109338
3020,44.513,16,0,0,2,0,33408
3021,38.873,13,0,0,2,7,113809
3022,34.376,12,1,0,2,0,27431
3023,49.567,12,1,1,0,0,25622
3024,43.762,13,3,1,0,7,114776
3025,36.089,16,1,0,0,4,67342
3026,36.873,21,0,0,1,3,57345
3027,47.981,16,0,0,1,4,54489
3028,38.4,16,1,0,1,7,101748
3029,55.943,18,0,0,0,2,44456
3030,52.169,14,0,1,1,5,68183
3031,56.464,16,1,1,0,1,32715
3032,35.799,14,0,0,0,1,38487
3033,33.743,14,1,0,0,7,149878
3034,48.741,14,3,1,2,1,42505
3035,45.964,20,1,1,1,3,46801
3036,52.341,13,1,0,1,6,91270
3037,50.836,16,1,1,2,2,37835
3038,59.477,18,2,1,1,3,40008
3039,45.054,16,0,1,2,3,52099
3040,49.784,14,1,0,0,4,65587
3041,35.193,16,1,0,1,5,56487
3042,50.168,12,1,0,2,4,66180
3043,33.091,18,0,0,0,2,47655
3044,40.093,17,1,0,1,3,61186
3045,45.947,16,1,0,1,6,96759
3046,43.428,20,2,0,2,5,87489
3047,36.765,16,1,1,0,5,71223
3048,45.013,16,0,1,0,7,124881
3049,59.452,16,3,0,0,3,60537
3050,46.961,16,0,0,0,2,48324
3051,30.537,12,2,0,0,6,69396
3052,41.176,14,0,0,0,0,24894
3053,34.678,10,2,0,0,3,47875
3054,44.46,16,3,0,1,5,53385
3055,37.722,14,2,0,2,5,72471
3056,59.746,16,2,0,2,6,92145
3057,48.527,20,0,0,0,0,27687
3058,46.955,18,1,1,0,7,91753
3059,34.355,14,0,1,1,7,79793
3060,38.362,17,1,1,1,0,32370
3061,32.141,14,0,0,0,7,133812
3062,33.526,18,1,1,1,3,52251
3063,37.744,16,1,1,1,0,24802
3064,40.432,12,1,1,1,6,64544
3065,47.978,16,1,1,0,1,36246
3066,40.387,13,1,1,2,1,27797
3067,41.438,12,1,1,2,4,58455
3068,52.319,16,1,0,2,1,27693
3069,45.097,16,0,0,1,3,48602
3070,49.894,16,1,1,1,6,116051
3071,40.052,12,1,0,0,7,105696
3072,51.846,12,2,0,0,3,54073
3073,50.465,14,1,0,1,2,52759
3074,34.781,16,1,1,2,2,44819
3075,35.43,17,1,0,2,4,74782
3076,38.384,12,1,1,0,0,31827
3077,59.037,16,1,0,2,2,40429
3078,59.985,21,3,1,0,1,31893
3079,48.052,20,1,0,2,4,49086
3080,56.309,16,1,1,2,2,47557
3081,32.728,16,1,1,2,6,90206
3082,48.415,14,0,1,0,5,73862
3083,57.634,16,1,1,2,1,44400
3084,44.727,18,1,1,1,3,39703
3085,39.732,16,1,1,0,2,41457
3086,51.151,16,0,0,0,4,59740
3087,45.358,12,1,0,0,6,86710
3088,35.161,13,1,1,0,7,96426
3089,33.812,16,3,0,0,2,46349
3090,59.515,13,2,1,2,4,64098
3091,52.761,14,1,0,0,0,29705
3092,31.266,16,0,1,2,5,93384
3093,37.279,12,0,1,0,0,21738
3094,53.96,18,1,1,0,2,45009
3095,37.821,16,2,0,2,3,58376
3096,33.932,12,1,1,1,1,36390
3097,44.45,18,1,1,2,2,43497
3098,30.539,14,1,0,1,5,49606
3099,38.393,16,0,0,2,6,89057
3100,51.885,13,1,1,2,4,46978
3101,35.572,12,0,0,2,6,73354
3102,57.234,18,0,1,0,0,36323
3103,42.165,12,1,1,0,1,43807
3104,38.542,12,1,0,2,3,59088
3105,31.405,17,1,1,0,4,57674
3106,32.562,18,1,0,1,7,66149
3107,37.313,13,1,0,1,2,41125
3108,45.741,16,1,0,2,5,51621
3109,42.372,14,1,1,0,7,133422
3110,33.526,16,1,0,0,5,64867
3111,44.463,16,1,0,2,3,47248
3112,40.253,8,1,0,0,1,34471
3113,49.588,16,0,1,2,5,58290
3114,30.897,16,1,1,2,5,59797
3115,47.182,12,1,1,0,3,49965
3116,58.372,16,2,1,2,0,32747
3117,40.664,12,1,1,0,3,58744
3118,46.577,8,1,1,2,1,29660
3119,31.293,14,2,0,1,3,46970
3120,42.02,14,1,0,2,4,63239
3121,40.585,21,1,1,2,7,119679
3122,47.063,12,0,1,0,3,66094
3123,30.067,14,2,1,2,1,40028
3124,50.726,12,1,1,0,3,60425
3125,46.343,16,1,1,1,1,34329
3126,53.67,16,2,0,2,6,72344
3127,51.077,18,0,0,2,4,58301
3128,51.015,17,0,1,2,0,31945
3129,51.032,16,1,1,1,6,97368
3130,56.684,16,1,0,1,4,67167
3131,37.898,16,0,1,1,1,26805
3132,46.718,14,0,0,0,1,44906
3133,34.904,12,1,0,1,1,34632
3134,31.207,17,1,1,2,7,106724
3135,52.401,18,1,0,0,2,47738
3136,47.005,12,1,0,2,1,45675
3137,56.376,13,0,1,1,7,97554
3138,55.746,21,2,1,2,2,39859
3139,39.652,13,1,1,1,2,48943
3140,43.998,18,1,0,1,2,44615
3141,42.774,14,1,0,0,0,26457
3142,37.511,16,1,1,2,0,26188
3143,38.539,12,1,1,0,0,24139
3144,35.434,12,1,1,1,4,71731
3145,40.952,18,1,0,1,3,57790
3146,44.805,16,3,0,2,6,67716
3147,42.244,14,2,1,2,1,30681
3148,32.401,12,1,0,1,0,33081
3149,51.816,17,1,1,0,6,103346
3150,51.569,18,2,0,0,6,84452
3151,38.611,21,0,0,0,2,44742
3152,31.695,12,1,0,2,3,44056
3153,53.925,16,1,1,1,2,48617
3154,35.59,16,0,0,1,5,93139
3155,54.289,16,1,0,2,4,75360
3156,46.445,16,1,1,2,1,39616
3157,31.317,16,0,1,1,0,28042
3158,35.166,14,1,1,2,4,68277
3159,49.091,17,1,1,1,7,120468
3160,38.996,13,1,0,0,5,52338
3161,39.179,18,1,0,1,6,101288
3162,39.611,14,1,1,0,6,86634
3163,32.355,14,0,1,2,4,49594
3164,39.097,14,1,1,1,2,53591
3165,52.401,16,0,0,2,3,52819
3166,49.985,18,1,0,0,5,81328
3167,37.225,16,1,1,0,7,107962
3168,33.396,12,1,0,0,5,64271
3169,53.712,21,0,1,0,6,105669
3170,42.001,14,1,0,1,5,77776
3171,33.309,14,3,0,2,1,34081
3172,33.85,16,2,0,1,7,104044
3173,32.297,16,1,0,0,3,50583
3174,39.131,17,3,0,2,7,116240
3175,41.277,14,1,1,2,1,27384
3176,36.743,20,1,0,2,7,100041
3177,45.132,14,1,0,0,1,40417
3178,42.622,12,1,1,2,3,50621
3179,53.283,16,3,0,0,4,69296
3180,51.559,20,0,0,1,3,46593
3181,49.052,17,1,1,1,5,59514
3182,34.432,18,0,0,0,0,27151
3183,58.524,16,2,1,0,6,97110
3184,54.001,10,0,0,0,1,36593
3185,40.231,16,0,1,0,5,75571
3186,33.144,19,0,1,1,2,55998
3187,33.993,16,1,1,0,3,49160
3188,39.853,18,3,0,1,5,65863
3189,48.926,16,1,1,2,1,43899
3190,56.908,16,1,0,2,2,36230
3191,40.204,16,3,0,0,2,39384
3192,54.031,12,1,1,0,0,34715
3193,44.788,16,1,1,2,2,42812
3194,56.234,18,1,0,1,2,51043
3195,53.111,17,1,0,1,1,25995
3196,40.991,16,0,1,1,7,102004
3197,32.959,19,1,1,1,1,31919
3198,40.79,0,1,0,2,5,63535
3199,39.615,14,2,0,1,2,48450
3200,31.239,14,1,1,0,1,29761
3201,42.863,12,1,1,1,6,110723
3202,48.936,16,0,0,2,4,66014
3203,32.465,16,1,1,2,7,105430
3204,44.532,16,1,1,1,1,30694
3205,57.279,16,1,0,1,2,54672
3206,34.865,12,0,0,2,6,95912
3207,41.688,16,0,0,0,2,56153
3208,48.219,22,1,0,1,7,108712
3209,30.775,16,1,1,0,0,30662
3210,30.899,19,0,0,1,5,59654
3211,31.046,20,2,0,2,6,89612
3212,58.276,12,1,1,1,5,75972
3213,54.873,14,1,0,2,3,60155
3214,43.275,12,0,1,2,2,43936
3215,36.66,14,2,1,0,5,54350
3216,33.773,16,1,0,1,4,61130
3217,40.075,14,0,0,0,0,29030
3218,44.693,16,1,1,1,5,68497
3219,40.412,18,0,1,0,1,40569
3220,51.779,12,2,0,1,3,65851
3221,45.623,17,1,1,2,3,55777
3222,55.812,13,2,1,2,3,56184
3223,43.122,12,0,0,2,0,25300
3224,46.335,8,1,0,2,1,30965
3225,42.257,16,1,0,0,5,73040
3226,55.75,13,2,1,1,1,42611
3227,38.305,16,1,0,2,6,121975
3228,48.111,16,1,0,0,7,104960
3229,36.66,14,0,1,1,3,45769
3230,48.241,18,1,0,2,3,50598
3231,54.876,12,3,0,1,3,62379
3232,30.984,16,0,0,1,4,51272
3233,40.59,18,1,0,2,1,35652
3234,52.243,11,1,1,0,5,60963
3235,31.091,14,3,0,0,6,102494
3236,31.625,16,0,0,2,0,34383
3237,50.568,12,1,1,2,7,80485
3238,40.806,16,3,0,1,5,62401
3239,40.175,13,3,0,2,3,50145
3240,36.816,12,1,1,1,1,37185
3241,37.939,16,1,0,2,2,43513
3242,32.519,14,1,0,0,3,51306
3243,51.692,16,0,1,1,6,111655
3244,47.206,16,1,1,2,3,57882
3245,34.297,21,2,0,1,2,35410
3246,51.247,19,1,1,0,3,52453
3247,42.678,16,1,0,1,2,47123
3248,44.837,12,2,0,0,4,67455
3249,58.46,16,3,0,2,7,116054
3250,36.817,16,0,0,2,5,85733
3251,32.679,14,1,1,0,4,67618
3252,46.746,16,0,0,2,2,45378
3253,46.003,14,2,0,1,4,62328
3254,48.044,12,1,0,1,3,54653
3255,57.269,16,1,0,1,6,67123
3256,44.964,16,1,0,0,7,131661
3257,45.167,13,1,1,0,6,79380
3258,47.423,16,0,0,1,6,123890
3259,47.403,13,0,1,0,6,94143
3260,34.814,12,1,1,1,7,108604
3261,30.762,17,0,1,2,1,37428
3262,30.216,16,0,1,2,1,37800
3263,42.86,20,0,1,1,6,68843
3264,30.261,12,1,1,0,3,40470
3265,59.429,16,0,1,1,3,53633
3266,54.484,8,0,0,0,7,139824
3267,41.651,12,1,1,1,3,55792
3268,43.56,16,1,1,2,6,76932
3269,46.056,16,3,1,1,3,50249
3270,37.439,13,0,1,0,4,53847
3271,32.218,12,1,1,0,4,51022
3272,43.638,16,0,0,2,5,70498
3273,43.35,12,1,0,0,4,64285
3274,34.871,18,1,0,2,5,76620
3275,36.438,14,0,1,2,1,39149
3276,42.939,12,1,0,2,7,104575
3277,39.836,14,2,0,1,1,30409
3278,46.586,14,1,0,0,3,54396
3279,39.215,16,0,0,2,0,25672
3280,35.902,14,0,0,0,7,93434
3281,40.394,16,1,0,1,1,33281
3282,53.515,16,0,1,0,0,33335
3283,57.836,18,1,1,2,4,80330
3284,48.493,18,1,1,1,1,30950
3285,35.673,17,1,0,0,0,29791
3286,56.991,16,1,1,2,5,58691
3287,35.472,18,1,1,0,3,52151
3288,51.958,16,1,1,0,4,72939
3289,39.852,12,2,0,0,2,56667
3290,34.235,18,2,1,0,3,47683
3291,39.45,11,0,1,2,3,51519
3292,41.31,16,1,1,2,3,62331
3293,39.156,16,1,0,1,7,119813
3294,40.428,18,0,1,2,2,49273
3295,44.25,14,1,0,2,6,118928
3296,55.988,14,1,0,2,6,131825
3297,40.867,12,1,0,2,3,51165
3298,35.619,16,0,0,2,4,58709
3299,48.359,18,0,0,2,0,26529
3300,43.267,16,1,1,2,1,34830
3301,58.989,12,1,1,1,6,126986
3302,34.46,16,1,0,0,6,89172
3303,47.071,12,0,0,1,4,72220
3304,51.004,16,1,1,0,2,36027
3305,50.102,16,1,0,2,3,62928
3306,39.087,17,2,1,0,5,59613
3307,33.392,16,0,0,2,1,42442
3308,57.273,16,1,0,0,4,58660
3309,41.85,16,1,1,1,5,48140
3310,53.847,16,1,1,0,7,82235
3311,46.771,16,0,0,2,1,43003
3312,39.662,16,1,0,0,6,96306
3313,49.292,16,0,1,2,0,31680
3314,35.564,17,0,0,1,2,46447
3315,52.052,18,1,0,1,6,124144
3316,49.932,0,2,1,1,5,57898
3317,34.442,16,0,1,0,3,57268
3318,36.695,18,1,0,0,2,35973
3319,50.587,14,2,0,1,5,75856
3320,43.044,16,1,1,1,6,84907
3321,54.176,14,1,0,2,3,56834
3322,53.431,12,1,1,2,5,56458
3323,39.28,14,0,1,1,7,113595
3324,43.484,14,0,0,2,5,70673
3325,53.809,13,0,1,2,5,60389
3326,31.844,12,2,1,1,3,53336
3327,47.573,16,1,0,1,1,43854
3328,40.396,16,1,1,1,3,55124
3329,38.712,12,1,0,2,0,31179
3330,50.542,17,0,0,0,2,39448
3331,38.786,8,0,0,0,0,31610
3332,38.255,12,1,0,0,0,22215
3333,47.663,12,1,0,0,5,67784
3334,43.436,16,1,0,1,3,46675
3335,34.791,12,0,1,1,3,45153
3336,37.914,14,1,0,1,5,58524
3337,41.853,14,1,1,0,7,134871
3338,42.843,17,0,1,2,3,46552
3339,30.655,16,2,0,1,5,55416
3340,34.841,16,1,1,1,1,34132
3341,36.486,16,1,1,1,6,71483
3342,30.605,16,1,1,2,6,67216
3343,59.337,0,1,1,1,4,60772
3344,37.23,12,1,1,0,5,73465
3345,45.841,14,0,1,2,3,49146
3346,55.045,20,1,1,2,2,52712
3347,38.109,14,1,0,2,2,54660
3348,37.569,12,0,1,0,1,30885
3349,53.683,12,1,0,0,7,110125
3350,40.901,17,1,0,0,4,68797
3351,36.383,16,2,0,0,2,46919
3352,54.58,18,0,1,2,0,28069
3353,33.25,0,1,0,1,3,67889
3354,31.789,16,3,0,2,2,42115
3355,34.457,13,3,0,0,5,60051
3356,52.867,16,2,0,0,3,59032
3357,42.787,12,1,0,1,6,91907
3358,30.706,14,2,1,1,1,42741
3359,34.941,12,0,0,0,0,31908
3360,36.084,19,0,1,1,3,50231
3361,51.543,12,1,0,1,6,56335
3362,37.242,14,0,0,0,6,77271
3363,33.765,16,0,1,1,5,74413
3364,42.513,16,0,1,0,4,80892
3365,54.633,16,0,1,0,1,27300
3366,44.482,14,1,0,1,1,40756
3367,50.749,20,1,1,1,3,43064
3368,43.685,16,1,1,2,5,77131
3369,37.222,12,1,0,2,6,81844
3370,30.801,18,0,1,0,1,34847
3371,41.169,14,1,0,2,6,103334
3372,38.157,16,3,1,1,2,50923
3373,59.738,12,1,1,1,1,40663
3374,42.103,16,1,0,1,0,26726
3375,32.282,16,2,0,1,7,138531
3376,30.239,14,1,0,1,3,62286
3377,58.615,12,0,0,2,2,44985
3378,50.446,13,0,0,1,3,54739
3379,41.525,14,1,0,1,6,124059
3380,36.783,16,1,0,1,2,49402
3381,51.22,12,0,1,0,5,62721
3382,53.947,14,0,1,0,4,54628
3383,50.896,12,0,1,2,5,82280
3384,46.903,20,1,0,1,0,30195
3385,44.502,16,2,1,1,5,64979
3386,34.933,16,1,0,1,3,50710
3387,59.347,12,0,0,0,1,39591
3388,45.558,17,1,1,1,2,46557
3389,44.547,12,0,1,2,7,95250
3390,41.612,18,0,1,0,2,56906
3391,44.353,16,1,0,1,1,28967
3392,50.257,14,2,0,0,1,45379
3393,50.381,14,2,1,0,2,46740
3394,54.688,16,0,0,1,3,54237
3395,37.662,14,0,1,1,7,149623
3396,39.756,12,1,1,1,3,51017
3397,46.665,16,2,0,0,1,25416
3398,43.848,16,0,1,0,1,39847
3399,54.171,12,2,0,0,5,43620
3400,58.692,18,1,0,1,4,72643
3401,46.054,14,0,1,2,3,65536
3402,58.153,16,1,1,1,2,40927
3403,44.86,18,1,1,2,1,31255
3404,38.399,16,0,1,2,0,24054
3405,46.08,16,1,1,1,2,44869
3406,56.247,18,1,1,2,0,26518
3407,57.286,16,1,0,2,3,53738
3408,48.939,16,0,0,1,1,43719
3409,32.052,18,1,0,2,7,115162
3410,58.468,14,0,1,0,7,134070
3411,36.82,12,1,0,0,6,82573
3412,53.52,12,0,1,0,3,67916
3413,38.433,12,0,1,0,6,99236
3414,39.145,18,1,0,2,6,95609
3415,50.39,13,0,1,0,6,68534
3416,46.841,16,1,1,1,1,37052
3417,34.788,9,1,1,0,4,71946
3418,33.788,16,1,0,2,1,34961
3419,41.102,20,1,0,2,1,43298
3420,50.683,16,2,0,1,1,31951
3421,53.013,14,0,0,1,6,117102
3422,40.09,16,1,1,0,7,104001
3423,42.848,17,1,1,2,1,31476
3424,42.954,12,1,1,2,5,48364
3425,45.56,14,0,0,2,7,143145
3426,35.796,16,2,1,0,1,32163
3427,32.279,13,0,1,1,4,61473
3428,31.48,16,3,0,0,0,28726
3429,38.494,14,1,1,0,3,57705
3430,56.933,16,3,0,2,1,45634
3431,30.414,18,1,1,2,1,33232
3432,34.159,16,1,1,1,4,71342
3433,44.006,18,0,1,2,2,42230
3434,56.705,16,0,0,0,4,61677
3435,52.54,16,0,0,2,1,29164
3436,50.281,13,1,1,2,4,49909
3437,54.242,18,2,1,2,5,50525
3438,56.519,19,0,1,0,1,35879
3439,51.934,12,0,1,2,3,56588
3440,40.851,16,1,0,2,4,63901
3441,49.793,13,3,0,2,3,43844
3442,52.228,20,0,0,2,5,54628
3443,49.509,16,1,0,2,3,53397
